season,gameId,team,playerId,playerPosition,period,startTimeSeconds,endTimeSeconds,startGameTimeSeconds,endGameTimeSeconds
2024,2024020057,home,8478463,L,2,373,442,1573,1642
2024,2024020057,home,8478463,L,2,824,871,2024,2071
2024,2024020057,home,8478463,L,2,1023,1073,2223,2273
2024,2024020057,home,8478463,L,3,0,39,2400,2439
2024,2024020057,home,8478463,L,3,272,323,2672,2723
2024,2024020057,home,8478463,L,3,400,432,2800,2832
2024,2024020057,home,8478463,L,3,576,616,2976,3016
2024,2024020057,home,8478463,L,3,737,781,3137,3181
2024,2024020057,home,8478463,L,3,870,900,3270,3300
2024,2024020057,home,8478463,L,3,1001,1018,3401,3418
2024,2024020057,home,8478569,C,1,97,128,97,128
2024,2024020057,home,8478569,C,1,284,305,284,305
2024,2024020057,home,8478569,C,1,424,483,424,483
2024,2024020057,home,8478569,C,1,693,717,693,717
2024,2024020057,home,8478569,C,1,899,951,899,951
2024,2024020057,home,8478569,C,1,1192,1200,1192,1200
2024,2024020057,home,8478569,C,2,62,115,1262,1315
2024,2024020057,home,8478569,C,2,480,498,1680,1698
2024,2024020057,home,8478569,C,2,517,552,1717,1752
2024,2024020057,home,8478569,C,2,689,757,1889,1957
2024,2024020057,home,8478569,C,2,920,974,2120,2174
2024,2024020057,home,8478569,C,3,225,276,2625,2676
2024,2024020057,home,8478569,C,3,514,577,2914,2977
2024,2024020057,home,8478569,C,3,706,737,3106,3137
2024,2024020057,home,8478569,C,3,1154,1200,3554,3600
2024,2024020057,home,8479344,R,1,43,97,43,97
2024,2024020057,home,8479344,R,1,243,284,243,284
2024,2024020057,home,8479344,R,1,388,424,388,424
2024,2024020057,home,8479344,R,1,661,693,661,693
2024,2024020057,home,8479344,R,1,847,899,847,899
2024,2024020057,home,8479344,R,1,1073,1110,1073,1110
2024,2024020057,home,8479344,R,2,183,279,1383,1479
2024,2024020057,home,8479344,R,2,498,517,1698,1717
2024,2024020057,home,8479344,R,2,653,715,1853,1915
2024,2024020057,home,8479344,R,2,908,920,2108,2120
2024,2024020057,home,8479344,R,2,1177,1200,2377,2400
2024,2024020057,home,8479344,R,3,66,83,2466,2483
2024,2024020057,home,8479344,R,3,124,188,2524,2588
2024,2024020057,home,8479344,R,3,206,225,2606,2625
2024,2024020057,home,8479344,R,3,355,400,2755,2800
2024,2024020057,home,8479344,R,3,433,465,2833,2865
2024,2024020057,home,8479344,R,3,616,656,3016,3056
2024,2024020057,home,8479344,R,3,838,870,3238,3270
2024,2024020057,home,8479344,R,3,951,1003,3351,3403
2024,2024020057,home,8479344,R,3,1035,1072,3435,3472
2024,2024020057,away,8479359,L,1,97,149,97,149
2024,2024020057,away,8479359,L,1,278,299,278,299
2024,2024020057,away,8479359,L,1,482,547,482,547
2024,2024020057,away,8479359,L,1,775,848,775,848
2024,2024020057,away,8479359,L,1,1073,1126,1073,1126
2024,2024020057,away,8479359,L,2,183,250,1383,1450
2024,2024020057,away,8479359,L,2,725,767,1925,1967
2024,2024020057,away,8479359,L,2,920,974,2120,2174
2024,2024020057,away,8479359,L,2,1127,1163,2327,2363
2024,2024020057,away,8479359,L,3,370,400,2770,2800
2024,2024020057,away,8479359,L,3,656,702,3056,3102
2024,2024020057,away,8479420,C,1,19,43,19,43
2024,2024020057,away,8479420,C,1,188,243,188,243
2024,2024020057,away,8479420,C,1,356,397,356,397
2024,2024020057,away,8479420,C,1,661,693,661,693
2024,2024020057,away,8479420,C,1,729,774,729,774
2024,2024020057,away,8479420,C,1,958,1018,958,1018
2024,2024020057,away,8479420,C,1,1160,1189,1160,1189
